"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
HHS Regions,Region 1,2015,40,693,2,3,0.721501,0.2886,0.4329
HHS Regions,Region 9,2015,40,981,25,2,2.75229,2.54842,0.203874
HHS Regions,Region 1,2015,41,752,11,4,1.99468,1.46277,0.531915
HHS Regions,Region 9,2015,41,926,23,3,2.80778,2.4838,0.323974
HHS Regions,Region 1,2015,42,708,4,3,0.988701,0.564972,0.423729
HHS Regions,Region 9,2015,42,935,6,0,0.641711,0.641711,0
HHS Regions,Region 1,2015,43,716,1,1,0.27933,0.139665,0.139665
HHS Regions,Region 9,2015,43,969,3,1,0.412797,0.309598,0.103199
HHS Regions,Region 1,2015,44,781,0,1,0.128041,0,0.128041
HHS Regions,Region 9,2015,44,1107,11,3,1.26468,0.993677,0.271003
HHS Regions,Region 1,2015,45,682,2,1,0.439883,0.293255,0.146628
HHS Regions,Region 9,2015,45,1161,8,5,1.11972,0.689061,0.430663
HHS Regions,Region 1,2015,46,779,1,1,0.256739,0.12837,0.12837
HHS Regions,Region 9,2015,46,1200,4,2,0.5,0.333333,0.166667
HHS Regions,Region 1,2015,47,788,2,1,0.380711,0.253807,0.126904
HHS Regions,Region 9,2015,47,1060,5,1,0.566038,0.471698,0.0943396
HHS Regions,Region 1,2015,48,780,2,1,0.384615,0.25641,0.128205
HHS Regions,Region 9,2015,48,1279,12,7,1.48554,0.938233,0.547303
HHS Regions,Region 1,2015,49,821,2,5,0.852619,0.243605,0.609013
HHS Regions,Region 9,2015,49,1214,8,3,0.906096,0.658979,0.247117
HHS Regions,Region 1,2015,50,842,1,2,0.356295,0.118765,0.23753
HHS Regions,Region 9,2015,50,1233,14,10,1.94647,1.13544,0.81103
HHS Regions,Region 1,2015,51,886,9,2,1.24153,1.0158,0.225734
HHS Regions,Region 9,2015,51,1333,23,18,3.07577,1.72543,1.35034
HHS Regions,Region 1,2015,52,991,6,1,0.706357,0.605449,0.100908
HHS Regions,Region 9,2015,52,1465,40,19,4.0273,2.73038,1.29693
HHS Regions,Region 1,2016,1,1181,12,5,1.43946,1.01609,0.42337
HHS Regions,Region 9,2016,1,1714,99,36,7.87631,5.77596,2.10035
HHS Regions,Region 1,2016,2,1025,35,3,3.70732,3.41463,0.292683
HHS Regions,Region 9,2016,2,1725,128,42,9.85507,7.42029,2.43478
HHS Regions,Region 1,2016,3,1097,39,9,4.37557,3.55515,0.820419
HHS Regions,Region 9,2016,3,1904,163,74,12.4475,8.56092,3.88655
HHS Regions,Region 1,2016,4,1273,67,7,5.81304,5.26316,0.549882
HHS Regions,Region 9,2016,4,2192,193,87,12.7737,8.80474,3.96898
HHS Regions,Region 1,2016,5,1266,102,4,8.37283,8.05687,0.315956
HHS Regions,Region 9,2016,5,2373,245,103,14.665,10.3245,4.3405
HHS Regions,Region 1,2016,6,1402,85,28,8.05991,6.06277,1.99715
HHS Regions,Region 9,2016,6,2788,382,195,20.6958,13.7016,6.99426
HHS Regions,Region 1,2016,7,1311,161,24,14.1114,12.2807,1.83066
HHS Regions,Region 9,2016,7,2955,436,229,22.5042,14.7547,7.74958
HHS Regions,Region 1,2016,8,1726,260,26,16.5701,15.0637,1.50637
HHS Regions,Region 9,2016,8,3051,388,285,22.0583,12.7171,9.3412
HHS Regions,Region 1,2016,9,1997,332,69,20.0801,16.6249,3.45518
HHS Regions,Region 9,2016,9,2945,351,277,21.3243,11.9185,9.40577
HHS Regions,Region 1,2016,10,2480,565,102,26.8952,22.7823,4.1129
HHS Regions,Region 9,2016,10,2514,268,213,19.1329,10.6603,8.47255
HHS Regions,Region 1,2016,11,2527,469,118,23.2291,18.5596,4.66957
HHS Regions,Region 9,2016,11,2573,181,179,13.9914,7.03459,6.95686
HHS Regions,Region 1,2016,12,2462,398,128,21.3647,16.1657,5.19903
HHS Regions,Region 9,2016,12,2059,137,131,13.016,6.65372,6.36231
HHS Regions,Region 1,2016,13,2380,352,141,20.7143,14.7899,5.92437
HHS Regions,Region 9,2016,13,1778,100,71,9.61755,5.6243,3.99325
HHS Regions,Region 1,2016,14,1964,184,132,16.0896,9.36864,6.72098
HHS Regions,Region 9,2016,14,1681,65,68,7.91196,3.86675,4.04521
HHS Regions,Region 1,2016,15,1743,142,154,16.9822,8.14687,8.83534
HHS Regions,Region 9,2016,15,1415,48,33,5.72438,3.39223,2.33216
HHS Regions,Region 1,2016,16,1602,114,147,16.2921,7.1161,9.17603
HHS Regions,Region 9,2016,16,1224,35,23,4.73856,2.85948,1.87908
HHS Regions,Region 1,2016,17,1354,79,127,15.2142,5.83456,9.37962
HHS Regions,Region 9,2016,17,1312,31,26,4.34451,2.3628,1.98171
HHS Regions,Region 1,2016,18,1139,45,92,12.0281,3.95083,8.07726
HHS Regions,Region 9,2016,18,1089,21,24,4.13223,1.92837,2.20386
HHS Regions,Region 1,2016,19,1028,27,86,10.9922,2.62646,8.36576
HHS Regions,Region 9,2016,19,917,17,13,3.27154,1.85387,1.41767
HHS Regions,Region 1,2016,20,851,13,70,9.75323,1.52761,8.22562
HHS Regions,Region 9,2016,20,897,13,8,2.34114,1.44928,0.891862
HHS Regions,Region 1,2016,21,701,5,35,5.70613,0.713267,4.99287
HHS Regions,Region 9,2016,21,876,8,17,2.85388,0.913242,1.94064
HHS Regions,Region 1,2016,22,521,3,9,2.30326,0.575816,1.72745
HHS Regions,Region 9,2016,22,778,4,6,1.28535,0.514139,0.771208
HHS Regions,Region 1,2016,23,391,0,7,1.79028,0,1.79028
HHS Regions,Region 9,2016,23,727,7,8,2.06327,0.962861,1.10041
HHS Regions,Region 1,2016,24,367,3,2,1.3624,0.817439,0.544959
HHS Regions,Region 9,2016,24,685,6,3,1.31387,0.875912,0.437956
HHS Regions,Region 1,2016,25,296,1,2,1.01351,0.337838,0.675676
HHS Regions,Region 9,2016,25,699,1,3,0.572246,0.143062,0.429185
HHS Regions,Region 1,2016,26,268,1,0,0.373134,0.373134,0
HHS Regions,Region 9,2016,26,632,4,4,1.26582,0.632911,0.632911
HHS Regions,Region 1,2016,27,246,1,0,0.406504,0.406504,0
HHS Regions,Region 9,2016,27,387,1,0,0.258398,0.258398,0
HHS Regions,Region 1,2016,28,228,0,0,0,0,0
HHS Regions,Region 9,2016,28,634,2,6,1.26183,0.315457,0.946372
HHS Regions,Region 1,2016,29,95,1,1,2.10526,1.05263,1.05263
HHS Regions,Region 9,2016,29,684,7,0,1.02339,1.02339,0
HHS Regions,Region 1,2016,30,112,0,0,0,0,0
HHS Regions,Region 9,2016,30,569,2,1,0.527241,0.351494,0.175747
HHS Regions,Region 1,2016,31,203,0,1,0.492611,0,0.492611
HHS Regions,Region 9,2016,31,567,2,1,0.529101,0.352734,0.176367
HHS Regions,Region 1,2016,32,177,0,0,0,0,0
HHS Regions,Region 9,2016,32,485,1,5,1.23711,0.206186,1.03093
HHS Regions,Region 1,2016,33,188,1,0,0.531915,0.531915,0
HHS Regions,Region 9,2016,33,649,0,1,0.154083,0,0.154083
HHS Regions,Region 1,2016,34,172,0,0,0,0,0
HHS Regions,Region 9,2016,34,522,5,1,1.14943,0.957854,0.191571
HHS Regions,Region 1,2016,35,180,2,0,1.11111,1.11111,0
HHS Regions,Region 9,2016,35,678,9,0,1.32743,1.32743,0
HHS Regions,Region 1,2016,36,239,1,0,0.41841,0.41841,0
HHS Regions,Region 9,2016,36,646,5,1,0.928793,0.773994,0.154799
HHS Regions,Region 1,2016,37,315,0,0,0,0,0
HHS Regions,Region 9,2016,37,735,8,1,1.22449,1.08844,0.136054
HHS Regions,Region 1,2016,38,415,2,0,0.481928,0.481928,0
HHS Regions,Region 9,2016,38,794,15,4,2.39295,1.88917,0.503778
HHS Regions,Region 1,2016,39,465,2,0,0.430108,0.430108,0
HHS Regions,Region 9,2016,39,901,5,4,0.99889,0.554939,0.443951
HHS Regions,Region 1,2016,40,654,5,1,0.917431,0.764526,0.152905
HHS Regions,Region 9,2016,40,992,6,1,0.705645,0.604839,0.100806
HHS Regions,Region 1,2016,41,810,5,1,0.740741,0.617284,0.123457
HHS Regions,Region 9,2016,41,1036,10,1,1.06178,0.965251,0.0965251
HHS Regions,Region 1,2016,42,870,1,0,0.114943,0.114943,0
HHS Regions,Region 9,2016,42,1026,6,3,0.877193,0.584795,0.292398
HHS Regions,Region 1,2016,43,790,2,2,0.506329,0.253165,0.253165
HHS Regions,Region 9,2016,43,976,14,2,1.63934,1.43443,0.204918
HHS Regions,Region 1,2016,44,790,10,3,1.64557,1.26582,0.379747
HHS Regions,Region 9,2016,44,1081,13,1,1.2951,1.20259,0.0925069
HHS Regions,Region 1,2016,45,883,7,2,1.01925,0.792752,0.226501
HHS Regions,Region 9,2016,45,1215,16,2,1.48148,1.31687,0.164609
HHS Regions,Region 1,2016,46,919,12,1,1.41458,1.30577,0.108814
HHS Regions,Region 9,2016,46,1223,15,1,1.30826,1.22649,0.0817661
HHS Regions,Region 1,2016,47,915,8,4,1.31148,0.874317,0.437158
HHS Regions,Region 9,2016,47,1173,26,6,2.72805,2.21654,0.511509
HHS Regions,Region 1,2016,48,1135,29,3,2.81938,2.55507,0.264317
HHS Regions,Region 9,2016,48,1526,37,8,2.94889,2.42464,0.524246
HHS Regions,Region 1,2016,49,1042,18,5,2.20729,1.72745,0.479846
HHS Regions,Region 9,2016,49,1431,55,10,4.54228,3.84347,0.698812
HHS Regions,Region 1,2016,50,1115,40,4,3.94619,3.58744,0.358744
HHS Regions,Region 9,2016,50,1737,92,7,5.69948,5.29649,0.402994
HHS Regions,Region 1,2016,51,1291,96,9,8.13323,7.4361,0.697134
HHS Regions,Region 9,2016,51,1900,137,6,7.52632,7.21053,0.315789
HHS Regions,Region 1,2016,52,1951,234,13,12.6602,11.9938,0.666325
HHS Regions,Region 9,2016,52,2273,195,28,9.81082,8.57897,1.23185
HHS Regions,Region 1,2017,1,2070,223,20,11.7391,10.7729,0.966184
HHS Regions,Region 9,2017,1,2528,330,10,13.4494,13.0538,0.39557
HHS Regions,Region 1,2017,2,2145,300,16,14.7319,13.986,0.745921
HHS Regions,Region 9,2017,2,2602,354,12,14.0661,13.6049,0.461184
HHS Regions,Region 1,2017,3,2310,388,22,17.7489,16.7965,0.952381
HHS Regions,Region 9,2017,3,2380,276,17,12.3109,11.5966,0.714286
HHS Regions,Region 1,2017,4,2615,445,25,17.9732,17.0172,0.956023
HHS Regions,Region 9,2017,4,2298,244,17,11.3577,10.6179,0.739774
HHS Regions,Region 1,2017,5,2580,552,31,22.5969,21.3953,1.20155
HHS Regions,Region 9,2017,5,2412,299,16,13.0597,12.3964,0.66335
HHS Regions,Region 1,2017,6,2903,762,53,28.0744,26.2487,1.8257
HHS Regions,Region 9,2017,6,2496,315,25,13.6218,12.6202,1.0016
HHS Regions,Region 1,2017,7,2880,664,73,25.5903,23.0556,2.53472
HHS Regions,Region 9,2017,7,2392,226,28,10.6187,9.44816,1.17057
HHS Regions,Region 1,2017,8,2706,650,91,27.3836,24.0207,3.3629
HHS Regions,Region 9,2017,8,2133,178,20,9.2827,8.34505,0.937647
HHS Regions,Region 1,2017,9,2434,416,113,21.7338,17.0912,4.64256
HHS Regions,Region 9,2017,9,1996,129,22,7.56513,6.46293,1.1022
HHS Regions,Region 1,2017,10,2185,322,127,20.5492,14.7368,5.81236
HHS Regions,Region 9,2017,10,2068,122,30,7.3501,5.89942,1.45068
HHS Regions,Region 1,2017,11,2054,231,143,18.2084,11.2463,6.96203
HHS Regions,Region 9,2017,11,1954,117,33,7.67656,5.98772,1.68884
HHS Regions,Region 1,2017,12,2111,212,229,20.8906,10.0426,10.8479
HHS Regions,Region 9,2017,12,1712,84,30,6.65888,4.90654,1.75234
HHS Regions,Region 1,2017,13,2151,202,331,24.7792,9.39098,15.3882
HHS Regions,Region 9,2017,13,1635,72,36,6.6055,4.40367,2.20183
HHS Regions,Region 1,2017,14,2387,170,416,24.5496,7.12191,17.4277
HHS Regions,Region 9,2017,14,1544,63,51,7.38342,4.08031,3.30311
HHS Regions,Region 1,2017,15,2233,126,354,21.4957,5.64263,15.8531
HHS Regions,Region 9,2017,15,1323,27,56,6.27362,2.04082,4.2328
HHS Regions,Region 1,2017,16,1905,64,259,16.9554,3.35958,13.5958
HHS Regions,Region 9,2017,16,1303,31,56,6.6769,2.37913,4.29777
HHS Regions,Region 1,2017,17,1540,30,180,13.6364,1.94805,11.6883
HHS Regions,Region 9,2017,17,1209,24,43,5.54177,1.98511,3.55666
HHS Regions,Region 1,2017,18,1100,12,87,9,1.09091,7.90909
HHS Regions,Region 9,2017,18,1073,27,47,6.89655,2.51631,4.38024
HHS Regions,Region 1,2017,19,1060,15,41,5.28302,1.41509,3.86792
HHS Regions,Region 9,2017,19,1124,19,59,6.9395,1.69039,5.24911
HHS Regions,Region 1,2017,20,906,7,36,4.74614,0.772627,3.97351
HHS Regions,Region 9,2017,20,1104,22,59,7.33696,1.99275,5.3442
HHS Regions,Region 1,2017,21,680,1,9,1.47059,0.147059,1.32353
HHS Regions,Region 9,2017,21,1064,17,77,8.83459,1.59774,7.23684
HHS Regions,Region 1,2017,22,600,2,6,1.33333,0.333333,1
HHS Regions,Region 9,2017,22,988,6,55,6.17409,0.607287,5.5668
HHS Regions,Region 1,2017,23,449,0,3,0.668151,0,0.668151
HHS Regions,Region 9,2017,23,938,9,43,5.54371,0.959488,4.58422
HHS Regions,Region 1,2017,24,430,0,0,0,0,0
HHS Regions,Region 9,2017,24,884,9,21,3.39367,1.0181,2.37557
HHS Regions,Region 1,2017,25,350,5,0,1.42857,1.42857,0
HHS Regions,Region 9,2017,25,759,6,18,3.16206,0.790514,2.37154
HHS Regions,Region 1,2017,26,301,1,1,0.664452,0.332226,0.332226
HHS Regions,Region 9,2017,26,697,8,17,3.5868,1.14778,2.43902
HHS Regions,Region 1,2017,27,285,1,0,0.350877,0.350877,0
HHS Regions,Region 9,2017,27,646,9,11,3.09598,1.39319,1.70279
HHS Regions,Region 1,2017,28,257,4,0,1.55642,1.55642,0
HHS Regions,Region 9,2017,28,709,6,6,1.69252,0.846262,0.846262
HHS Regions,Region 1,2017,29,249,1,0,0.401606,0.401606,0
HHS Regions,Region 9,2017,29,657,6,2,1.21766,0.913242,0.304414
HHS Regions,Region 1,2017,30,290,3,0,1.03448,1.03448,0
HHS Regions,Region 9,2017,30,658,3,7,1.51976,0.455927,1.06383
HHS Regions,Region 1,2017,31,244,2,1,1.22951,0.819672,0.409836
HHS Regions,Region 9,2017,31,608,4,1,0.822368,0.657895,0.164474
HHS Regions,Region 1,2017,32,273,3,1,1.4652,1.0989,0.3663
HHS Regions,Region 9,2017,32,612,7,5,1.96078,1.14379,0.816993
HHS Regions,Region 1,2017,33,295,1,1,0.677966,0.338983,0.338983
HHS Regions,Region 9,2017,33,636,6,4,1.57233,0.943396,0.628931
HHS Regions,Region 1,2017,34,286,1,1,0.699301,0.34965,0.34965
HHS Regions,Region 9,2017,34,745,5,5,1.34228,0.671141,0.671141
HHS Regions,Region 1,2017,35,301,1,0,0.332226,0.332226,0
HHS Regions,Region 9,2017,35,768,4,4,1.04167,0.520833,0.520833
HHS Regions,Region 1,2017,36,347,5,0,1.44092,1.44092,0
HHS Regions,Region 9,2017,36,808,10,3,1.60891,1.23762,0.371287
HHS Regions,Region 1,2017,37,435,7,0,1.6092,1.6092,0
HHS Regions,Region 9,2017,37,842,8,5,1.54394,0.950119,0.593824
HHS Regions,Region 1,2017,38,552,3,1,0.724638,0.543478,0.181159
HHS Regions,Region 9,2017,38,900,10,1,1.22222,1.11111,0.111111
HHS Regions,Region 1,2017,39,583,4,0,0.686106,0.686106,0
HHS Regions,Region 9,2017,39,1062,12,5,1.60075,1.12994,0.47081
HHS Regions,Region 1,2017,40,781,3,1,0.512164,0.384123,0.128041
HHS Regions,Region 9,2017,40,1092,7,5,1.0989,0.641026,0.457875
HHS Regions,Region 1,2017,41,846,5,0,0.591017,0.591017,0
HHS Regions,Region 9,2017,41,1142,18,5,2.01401,1.57618,0.437828
HHS Regions,Region 1,2017,42,879,7,1,0.910125,0.796359,0.113766
HHS Regions,Region 9,2017,42,1185,23,5,2.36287,1.94093,0.421941
HHS Regions,Region 1,2017,43,943,2,4,0.636267,0.212089,0.424178
HHS Regions,Region 9,2017,43,1244,41,3,3.53698,3.29582,0.241158
HHS Regions,Region 1,2017,44,980,12,1,1.32653,1.22449,0.102041
HHS Regions,Region 9,2017,44,1437,63,19,5.70633,4.38413,1.3222
HHS Regions,Region 1,2017,45,1091,20,1,1.92484,1.83318,0.091659
HHS Regions,Region 9,2017,45,1536,96,16,7.29167,6.25,1.04167
HHS Regions,Region 1,2017,46,1266,18,4,1.73776,1.4218,0.315956
HHS Regions,Region 9,2017,46,1656,116,18,8.09179,7.00483,1.08696
HHS Regions,Region 1,2017,47,1277,22,4,2.03602,1.72279,0.313234
HHS Regions,Region 9,2017,47,1762,207,16,12.6561,11.748,0.908059
HHS Regions,Region 1,2017,48,1422,28,13,2.88326,1.96906,0.914205
HHS Regions,Region 9,2017,48,2027,239,28,13.1722,11.7908,1.38135
HHS Regions,Region 1,2017,49,1468,31,14,3.0654,2.11172,0.953678
HHS Regions,Region 9,2017,49,2405,407,47,18.8773,16.9231,1.95426
HHS Regions,Region 1,2017,50,1701,97,17,6.70194,5.70253,0.999412
HHS Regions,Region 9,2017,50,3013,694,77,25.5891,23.0335,2.55559
HHS Regions,Region 1,2017,51,1925,146,42,9.76623,7.58442,2.18182
HHS Regions,Region 9,2017,51,3866,1070,166,31.971,27.6772,4.29384
HHS Regions,Region 1,2017,52,2176,266,54,14.7059,12.2243,2.48162
HHS Regions,Region 9,2017,52,4338,1331,225,35.8691,30.6823,5.18672
HHS Regions,Region 1,2018,1,2939,388,78,15.8557,13.2018,2.65396
HHS Regions,Region 9,2018,1,4415,1066,227,29.2865,24.145,5.14156
HHS Regions,Region 1,2018,2,3104,547,105,21.0052,17.6224,3.38273
HHS Regions,Region 9,2018,2,3825,629,203,21.7516,16.4444,5.30719
HHS Regions,Region 1,2018,3,3457,672,140,23.4886,19.4388,4.04975
HHS Regions,Region 9,2018,3,3296,357,166,15.8677,10.8313,5.03641
HHS Regions,Region 1,2018,4,4605,1007,262,27.557,21.8675,5.68947
HHS Regions,Region 9,2018,4,3265,283,213,15.1914,8.66769,6.52374
HHS Regions,Region 1,2018,5,5205,1177,348,29.2988,22.6129,6.68588
HHS Regions,Region 9,2018,5,3346,250,260,15.2421,7.47161,7.77047
HHS Regions,Region 1,2018,6,5560,1317,515,32.9496,23.6871,9.26259
HHS Regions,Region 9,2018,6,3634,218,363,15.9879,5.9989,9.98899
HHS Regions,Region 1,2018,7,5694,1323,604,33.8426,23.235,10.6077
HHS Regions,Region 9,2018,7,3521,168,351,14.7401,4.77137,9.96876
HHS Regions,Region 1,2018,8,4752,904,513,29.819,19.0236,10.7955
HHS Regions,Region 9,2018,8,2937,111,242,12.0191,3.77937,8.2397
HHS Regions,Region 1,2018,9,3753,605,355,25.5795,16.1204,9.4591
HHS Regions,Region 9,2018,9,2757,112,292,14.6536,4.06239,10.5912
HHS Regions,Region 1,2018,10,3042,297,256,18.1788,9.76331,8.41552
HHS Regions,Region 9,2018,10,2679,119,256,13.9978,4.44196,9.5558
HHS Regions,Region 1,2018,11,2451,230,202,17.6255,9.38392,8.24153
HHS Regions,Region 9,2018,11,2606,104,271,14.3899,3.99079,10.3991
HHS Regions,Region 1,2018,12,2385,188,184,15.5975,7.8826,7.71488
HHS Regions,Region 9,2018,12,2214,51,150,9.07859,2.30352,6.77507
HHS Regions,Region 1,2018,13,2076,159,201,17.341,7.65896,9.68208
HHS Regions,Region 9,2018,13,1820,26,102,7.03297,1.42857,5.6044
HHS Regions,Region 1,2018,14,2076,125,224,16.8112,6.02119,10.79
HHS Regions,Region 9,2018,14,1499,22,75,6.47098,1.46765,5.00334
HHS Regions,Region 1,2018,15,1919,115,197,16.2585,5.9927,10.2658
HHS Regions,Region 9,2018,15,1257,13,45,4.61416,1.03421,3.57995
HHS Regions,Region 1,2018,16,1654,73,153,13.6638,4.41354,9.2503
HHS Regions,Region 9,2018,16,932,9,21,3.21888,0.965665,2.25322
HHS Regions,Region 1,2018,17,1425,48,101,10.4561,3.36842,7.08772
HHS Regions,Region 9,2018,17,1080,18,24,3.88889,1.66667,2.22222
HHS Regions,Region 1,2018,18,1094,15,50,5.9415,1.37112,4.57038
HHS Regions,Region 9,2018,18,986,7,15,2.23124,0.709939,1.5213
HHS Regions,Region 1,2018,19,843,4,20,2.84698,0.474496,2.37248
HHS Regions,Region 9,2018,19,882,4,5,1.02041,0.453515,0.566893
HHS Regions,Region 1,2018,20,768,12,10,2.86458,1.5625,1.30208
HHS Regions,Region 9,2018,20,805,2,8,1.24224,0.248447,0.993789
HHS Regions,Region 1,2018,21,650,8,4,1.84615,1.23077,0.615385
HHS Regions,Region 9,2018,21,686,5,11,2.33236,0.728863,1.6035
HHS Regions,Region 1,2018,22,588,2,3,0.85034,0.340136,0.510204
HHS Regions,Region 9,2018,22,680,4,8,1.76471,0.588235,1.17647
HHS Regions,Region 1,2018,23,498,1,2,0.60241,0.200803,0.401606
HHS Regions,Region 9,2018,23,624,0,14,2.24359,0,2.24359
HHS Regions,Region 1,2018,24,491,0,1,0.203666,0,0.203666
HHS Regions,Region 9,2018,24,514,1,4,0.972763,0.194553,0.77821
HHS Regions,Region 1,2018,25,435,0,0,0,0,0
HHS Regions,Region 9,2018,25,547,1,3,0.731261,0.182815,0.548446
HHS Regions,Region 1,2018,26,305,2,0,0.655738,0.655738,0
HHS Regions,Region 9,2018,26,388,2,0,0.515464,0.515464,0
HHS Regions,Region 1,2018,27,322,0,0,0,0,0
HHS Regions,Region 9,2018,27,482,0,4,0.829876,0,0.829876
HHS Regions,Region 1,2018,28,321,1,0,0.311526,0.311526,0
HHS Regions,Region 9,2018,28,344,2,0,0.581395,0.581395,0
HHS Regions,Region 1,2018,29,314,0,0,0,0,0
HHS Regions,Region 9,2018,29,371,0,0,0,0,0
HHS Regions,Region 1,2018,30,309,2,1,0.970874,0.647249,0.323625
HHS Regions,Region 9,2018,30,347,2,0,0.576369,0.576369,0
HHS Regions,Region 1,2018,31,301,0,0,0,0,0
HHS Regions,Region 9,2018,31,338,3,0,0.887574,0.887574,0
HHS Regions,Region 1,2018,32,321,0,0,0,0,0
HHS Regions,Region 9,2018,32,342,3,0,0.877193,0.877193,0
HHS Regions,Region 1,2018,33,307,0,0,0,0,0
HHS Regions,Region 9,2018,33,392,3,0,0.765306,0.765306,0
HHS Regions,Region 1,2018,34,322,0,0,0,0,0
HHS Regions,Region 9,2018,34,382,0,0,0,0,0
HHS Regions,Region 1,2018,35,287,0,0,0,0,0
HHS Regions,Region 9,2018,35,417,2,0,0.479616,0.479616,0
HHS Regions,Region 1,2018,36,347,1,0,0.288184,0.288184,0
HHS Regions,Region 9,2018,36,458,1,2,0.655022,0.218341,0.436681
HHS Regions,Region 1,2018,37,486,0,0,0,0,0
HHS Regions,Region 9,2018,37,549,3,1,0.728597,0.546448,0.182149
HHS Regions,Region 1,2018,38,609,1,1,0.328407,0.164204,0.164204
HHS Regions,Region 9,2018,38,510,0,1,0.196078,0,0.196078
HHS Regions,Region 1,2018,39,793,8,1,1.13493,1.00883,0.126103
HHS Regions,Region 9,2018,39,550,5,0,0.909091,0.909091,0
HHS Regions,Region 1,2018,40,922,2,1,0.32538,0.21692,0.10846
HHS Regions,Region 9,2018,40,669,4,1,0.747384,0.597907,0.149477
HHS Regions,Region 1,2018,41,971,2,2,0.411946,0.205973,0.205973
HHS Regions,Region 9,2018,41,698,9,1,1.43266,1.2894,0.143266
HHS Regions,Region 1,2018,42,1110,2,0,0.18018,0.18018,0
HHS Regions,Region 9,2018,42,777,5,5,1.287,0.643501,0.643501
HHS Regions,Region 1,2018,43,1152,12,4,1.38889,1.04167,0.347222
HHS Regions,Region 9,2018,43,812,4,0,0.492611,0.492611,0
HHS Regions,Region 1,2018,44,1279,19,5,1.87647,1.48554,0.39093
HHS Regions,Region 9,2018,44,908,14,3,1.87225,1.54185,0.330396
HHS Regions,Region 1,2018,45,1268,25,0,1.97161,1.97161,0
HHS Regions,Region 9,2018,45,973,14,2,1.6444,1.43885,0.20555
HHS Regions,Region 1,2018,46,1234,14,4,1.45867,1.13452,0.324149
HHS Regions,Region 9,2018,46,995,18,0,1.80905,1.80905,0
HHS Regions,Region 1,2018,47,1256,24,0,1.91083,1.91083,0
HHS Regions,Region 9,2018,47,989,38,1,3.94338,3.84226,0.101112
HHS Regions,Region 1,2018,48,1551,39,3,2.70793,2.51451,0.193424
HHS Regions,Region 9,2018,48,1197,69,3,6.01504,5.76441,0.250627
HHS Regions,Region 1,2018,49,1568,72,5,4.91071,4.59184,0.318878
HHS Regions,Region 9,2018,49,1405,148,5,10.8897,10.5338,0.355872
HHS Regions,Region 1,2018,50,1748,136,5,8.06636,7.78032,0.286041
HHS Regions,Region 9,2018,50,1735,284,5,16.6571,16.3689,0.288184
HHS Regions,Region 1,2018,51,2194,264,1,12.0784,12.0328,0.0455789
HHS Regions,Region 9,2018,51,1827,272,6,15.2162,14.8878,0.328407
HHS Regions,Region 1,2018,52,2731,465,5,17.2098,17.0267,0.183083
HHS Regions,Region 9,2018,52,1941,287,9,15.2499,14.7862,0.463679
